Created by Online2PDF.com,,,,,,,,,,
TABEL BUKU INDUK,,,,,,,,,,
Ex JAKARTA - EFEKTIF: 15 APRIL 2013,,,,,,,,,,
Wilayah Kota,,,,,,,,,,
abc,,,,,,,,,,
Coding,,Kabupaten,Kecamatan,City Code,,,OKE,,TARIF YES,Page
,,,,,TARIF,ETD,TARIF,ETD,,
,,,,,,,,,,
MDC20200,,Kepulauan Sangihe,Tahuna,MDC,58000,3 - 5,50000,5 - 7,-,25
MDC20204,,Kepulauan Sangihe,Kendahe,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20206,,Kepulauan Sangihe,Manganitu,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20209,,Kepulauan Sangihe,Siau Timur,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20210,,Kepulauan Sangihe,Siau Barat,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20211,,Kepulauan Sangihe,Tabukan Utara,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20212,,Kepulauan Sangihe,Tabukan Selatan,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20213,,Kepulauan Sangihe,Tabukan Tengah,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20214,,Kepulauan Sangihe,Tagulandang,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20215,,Kepulauan Sangihe,Tamako,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20216,,Kepulauan Sangihe,Biaro,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20217,,Kepulauan Sangihe,Manganitu Selatan,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20218,,Kepulauan Sangihe,Nusa Tabukan,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20219,,Kepulauan Sangihe,Siau Barat Selatan,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20220,,Kepulauan Sangihe,Siau Timur Selatan,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20221,,Kepulauan Sangihe,Tagulandang Utara,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20222,,Kepulauan Sangihe,Tatoareng,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20300,,Minahasa,Tondano,MDC,58000,3 - 5,50000,5 - 7,-,25
MDC20302,,Minahasa,Eris,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20303,,Minahasa,Kakas,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20304,,Minahasa,Kawangkoan,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20305,,Minahasa,Kombi,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20308,,Minahasa,Remboken,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20309,,Minahasa,Sonder,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20311,,Minahasa,Tompaso,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20313,,Minahasa,Langowan Barat,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20314,,Minahasa,Langowan Selatan,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20315,,Minahasa,Langowan Timur,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20316,,Minahasa,Lembean Timur,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20317,,Minahasa,Pineleng,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20318,,Minahasa,Tombariri,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20319,,Minahasa,Tombulu,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20320,,Minahasa,Tondano Barat,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20321,,Minahasa,Tondano Selatan,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20322,,Minahasa,Tondano Timur,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20323,,Minahasa,Tondano Utara,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20400,,Bitung,Bitung,MDC,58000,3 - 5,50000,5 - 7,-,25
MDC20401,,Bitung,Bitung Barat,MDC,58000,3 - 5,50000,5 - 7,-,25
MDC20402,,Bitung,Bitung Selatan,MDC,58000,3 - 5,50000,5 - 7,-,25
MDC20403,,Bitung,Bitung Tengah,MDC,58000,3 - 5,50000,5 - 7,-,25
MDC20404,,Bitung,Bitung Timur,MDC,58000,3 - 5,50000,5 - 7,-,25
MDC20405,,Bitung,Bitung Utara,MDC,58000,3 - 5,50000,5 - 7,-,25
MDC20600,,Bolaang Mongondow Utara,Boroko,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20601,,Bolaang Mongondow Utara,Bintauna,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20602,,Bolaang Mongondow Utara,Bolaang Itang Barat,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20603,,Bolaang Mongondow Utara,Bolaang Itang Timur,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20604,,Bolaang Mongondow Utara,Kaidipang,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20605,,Bolaang Mongondow Utara,Pinogaluman,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20606,,Bolaang Mongondow Utara,Sangkub,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20700,,Kepulauan Talaud,Melonguane,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20701,,Kepulauan Talaud,Beo,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20702,,Kepulauan Talaud,Essang,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20703,,Kepulauan Talaud,Gemeh,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20704,,Kepulauan Talaud,Kabaruan,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20705,,Kepulauan Talaud,Lirung,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20707,,Kepulauan Talaud,Nanusa,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20708,,Kepulauan Talaud,Rainis,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20800,,Minahasa Utara,Airmadidi,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20801,,Minahasa Utara,Dimembe,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20802,,Minahasa Utara,Kalawat,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20803,,Minahasa Utara,Kauditan,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20804,,Minahasa Utara,Kema,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20805,,Minahasa Utara,Likupang Barat,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20806,,Minahasa Utara,Likupang Timur,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20807,,Minahasa Utara,Wori,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20900,,Minahasa Selatan,Amurang,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20901,,Minahasa Selatan,Modoinding,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20902,,Minahasa Selatan,Motoling,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20903,,Minahasa Selatan,Ranoyapo,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20904,,Minahasa Selatan,Sinon Sayang,MDC,73000,5 - 7,63000,6 - 8,-,25
MDC20905,,Minahasa Selatan,Tareran,MDC,73000,5 - 7,63000,6 - 8,-,26
MDC20906,,Minahasa Selatan,Tenga,MDC,73000,5 - 7,63000,6 - 8,-,26
MDC20907,,Minahasa Selatan,Tombasian,MDC,73000,5 - 7,63000,6 - 8,-,26
MDC20908,,Minahasa Selatan,Tompaso Baru,MDC,73000,5 - 7,63000,6 - 8,-,26
MDC20909,,Minahasa Selatan,Tumpaan,MDC,73000,5 - 7,63000,6 - 8,-,26
MDC21000,,Minahasa Tenggara,Ratahan,MDC,58000,3 - 5,50000,5 - 7,-,26
MDC21001,,Minahasa Tenggara,Belang,MDC,73000,5 - 7,63000,6 - 8,-,26
MDC21002,,Minahasa Tenggara,Tombatu,MDC,73000,5 - 7,63000,6 - 8,-,26
MDC21003,,Minahasa Tenggara,Touluaan,MDC,73000,5 - 7,63000,6 - 8,-,26
MDC21004,,Minahasa Tenggara,Ratatotok,MDC,73000,5 - 7,63000,6 - 8,-,26
MDC21005,,Minahasa Tenggara,Pusomaen,MDC,73000,5 - 7,63000,6 - 8,-,26
MDC21100,,Tomohon,Tomohon,MDC,58000,3 - 5,50000,5 - 7,-,26
MDC21101,,Tomohon,Tomohon Barat,MDC,58000,3 - 5,50000,5 - 7,-,26
MDC21102,,Tomohon,Tomohon Selatan,MDC,58000,3 - 5,50000,5 - 7,-,26
MDC21103,,Tomohon,Tomohon Tengah,MDC,58000,3 - 5,50000,5 - 7,-,26
MDC21104,,Tomohon,Tomohon Timur,MDC,58000,3 - 5,50000,5 - 7,-,26
MDC21105,,Tomohon,Tomohon Utara,MDC,58000,3 - 5,50000,5 - 7,-,26
MDN10000,,Madiun,Madiun,MDN,20000,1 - 2,17000,2 - 3,-,26
MDN10016,,Madiun,Kartoharjo,MDN,20000,1 - 2,17000,2 - 3,-,26
MDN10017,,Madiun,Manguharjo,MDN,20000,1 - 2,17000,2 - 3,-,26
MDN10018,,Madiun,Taman,MDN,20000,1 - 2,17000,2 - 3,-,26
MDN10100,,Madiun,Caruban,MDN,24000,2 - 3,21000,3 - 6,-,26
MDN10101,,Madiun,Balerejo,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10102,,Madiun,Dagangan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10103,,Madiun,Dolopo,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10104,,Madiun,Geger,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10105,,Madiun,Gemarang,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10106,,Madiun,Jiwan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10107,,Madiun,Kare,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10108,,Madiun,Kebonsari,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10109,,Madiun,Madiun,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10110,,Madiun,Mejayan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10111,,Madiun,Pilangkenceng,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10112,,Madiun,Saradan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10113,,Madiun,Sawahan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10114,,Madiun,Wonoasri,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN10115,,Madiun,Wungu,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20100,,Magetan,Magetan,MDN,24000,2 - 3,21000,3 - 6,-,26
MDN20101,,Magetan,Bendo,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20102,,Magetan,Karangrejo,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20104,,Magetan,Kawedanan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20105,,Magetan,Lembeyan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20106,,Magetan,Maospati,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20107,,Magetan,Panekan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20108,,Magetan,Parang,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20109,,Magetan,Plaosan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20110,,Magetan,Poncol,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20111,,Magetan,Sukomoro,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20112,,Magetan,Takeran,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20113,,Magetan,Barat,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20114,,Magetan,Karas,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20115,,Magetan,Kartoharjo,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20116,,Magetan,Ngariboyo,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20117,,Magetan,Nguntoronadi,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20200,,Ngawi,Ngawi,MDN,24000,2 - 3,21000,3 - 6,-,26
MDN20201,,Ngawi,Bringin,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20202,,Ngawi,Geneng,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20203,,Ngawi,Jogorogo,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20204,,Ngawi,Karangjati,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20205,,Ngawi,Kedunggalar,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20206,,Ngawi,Kendal,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20207,,Ngawi,Kwadungan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20208,,Ngawi,Mantingan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20209,,Ngawi,Ngrambe,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20210,,Ngawi,Padas,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20211,,Ngawi,Pangkur,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20212,,Ngawi,Paron,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20213,,Ngawi,Pitu,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20214,,Ngawi,Sine,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20215,,Ngawi,Widodaren,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20216,,Ngawi,Karanganyar,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20217,,Ngawi,Kendungan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20300,,Pacitan,Pacitan,MDN,24000,2 - 3,21000,3 - 6,-,26
MDN20301,,Pacitan,Arjosari,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20302,,Pacitan,Bandar,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20303,,Pacitan,Donorojo,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20304,,Pacitan,Kebonagung,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20305,,Pacitan,Nawangan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20306,,Pacitan,Ngadirojo,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20307,,Pacitan,Pringkuku,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20308,,Pacitan,Punung,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20309,,Pacitan,Sudimoro,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20310,,Pacitan,Tegalombo,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20311,,Pacitan,Tulakan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20400,,Ponorogo,Ponorogo,MDN,24000,2 - 3,21000,3 - 6,-,26
MDN20401,,Ponorogo,Babadan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20402,,Ponorogo,Badegan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20403,,Ponorogo,Balong,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20404,,Ponorogo,Bungkal,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20405,,Ponorogo,Jenangan,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20406,,Ponorogo,Jetis,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20407,,Ponorogo,Kauman,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20408,,Ponorogo,Mlarak,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20409,,Ponorogo,Ngebel,MDN,29000,3 - 6,27000,4 - 7,-,26
MDN20410,,Ponorogo,Ngrayun,MDN,29000,3 - 6,27000,4 - 7,-,27
MDN20411,,Ponorogo,Pulung,MDN,29000,3 - 6,27000,4 - 7,-,27
MDN20412,,Ponorogo,Sambit,MDN,29000,3 - 6,27000,4 - 7,-,27
MDN20413,,Ponorogo,Sampung,MDN,29000,3 - 6,27000,4 - 7,-,27
MDN20414,,Ponorogo,Sawoo,MDN,29000,3 - 6,27000,4 - 7,-,27
MDN20415,,Ponorogo,Siman,MDN,29000,3 - 6,27000,4 - 7,-,27
MDN20416,,Ponorogo,Slahung,MDN,29000,3 - 6,27000,4 - 7,-,27
MDN20417,,Ponorogo,Sooko,MDN,29000,3 - 6,27000,4 - 7,-,27
MDN20418,,Ponorogo,Sukorejo,MDN,29000,3 - 6,27000,4 - 7,-,27
MDN20419,,Ponorogo,Jambon,MDN,29000,3 - 6,27000,4 - 7,-,27
MDN20420,,Ponorogo,Pudak,MDN,29000,3 - 6,27000,4 - 7,-,27
MES10000,,Medan,Medan,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10017,,Medan,Medan Amplas,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10018,,Medan,Medan Area,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10019,,Medan,Medan Barat,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10020,,Medan,Medan Baru,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10021,,Medan,Medan Deli,MES,27000,1 - 2,23000,2 - 3,-,27
MES10022,,Medan,Medan Denai,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10023,,Medan,Medan Helvetia,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10024,,Medan,Medan Johor,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10025,,Medan,Medan Kota,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10026,,Medan,Medan Labuhan,MES,27000,1 - 2,23000,2 - 3,-,27
MES10027,,Medan,Medan Maimun,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10028,,Medan,Medan Marelan,MES,27000,1 - 2,23000,2 - 3,-,27
MES10029,,Medan,Medan Perjuangan,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10030,,Medan,Medan Petisah,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10031,,Medan,Medan Polonia,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10032,,Medan,Medan Selayang,MES,27000,1 - 2,23000,2 - 3,-,27
MES10033,,Medan,Medan Tembung,MES,27000,1 - 2,23000,2 - 3,-,27
MES10034,,Medan,Medan Timur,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10035,,Medan,Medan Tuntungan,MES,27000,1 - 2,23000,2 - 3,-,27
MES10045,,Medan,Medan Belawan,MES,27000,1 - 2,23000,2 - 3,34000,27
MES10046,,Medan,Medan Sunggal,MES,27000,1 - 2,23000,2 - 3,-,27
MES10100,,Asahan,Kisaran,MES,38000,2 - 3,33000,3 - 6,-,27
MES10102,,Asahan,Air Joman,MES,48000,3 - 6,42000,4 - 7,-,27
MES10103,,Asahan,Air Batu,MES,48000,3 - 6,42000,4 - 7,-,27
MES10104,,Asahan,Bandar Pasir Mandoge,MES,48000,3 - 6,42000,4 - 7,-,27
MES10105,,Asahan,Bandar Pulau,MES,48000,3 - 6,42000,4 - 7,-,27
MES10106,,Asahan,Buntu Pane,MES,48000,3 - 6,42000,4 - 7,-,27
MES10110,,Asahan,Meranti,MES,48000,3 - 6,42000,4 - 7,-,27
MES10111,,Asahan,Pulau Rakyat,MES,48000,3 - 6,42000,4 - 7,-,27
MES10112,,Asahan,Simpang Empat,MES,48000,3 - 6,42000,4 - 7,-,27
MES10115,,Asahan,Tanjung Balai Asahan,MES,38000,2 - 3,33000,3 - 6,-,27
MES10117,,Asahan,Aek Kuasan,MES,48000,3 - 6,42000,4 - 7,-,27
MES10118,,Asahan,Sei Kepayang,MES,48000,3 - 6,42000,4 - 7,-,27
MES10126,,Asahan,Kisaran Barat,MES,48000,3 - 6,42000,4 - 7,-,27
MES10127,,Asahan,Kisaran Timur,MES,48000,3 - 6,42000,4 - 7,-,27
MES10200,,Tapanuli Tengah,Sibolga,MES,38000,2 - 3,33000,3 - 6,-,27
MES10201,,Tapanuli Tengah,Barus,MES,48000,3 - 6,42000,4 - 7,-,27
MES10202,,Tapanuli Tengah,Kolang,MES,48000,3 - 6,42000,4 - 7,-,27
MES10203,,Tapanuli Tengah,Manduamas,MES,48000,3 - 6,42000,4 - 7,-,27
MES10204,,Tapanuli Tengah,Sorkam,MES,48000,3 - 6,42000,4 - 7,-,27
MES10205,,Tapanuli Tengah,Adman Dewi,MES,48000,3 - 6,42000,4 - 7,-,27
MES10206,,Tapanuli Tengah,Badiri,MES,48000,3 - 6,42000,4 - 7,-,27
MES10207,,Tapanuli Tengah,Lumut,MES,48000,3 - 6,42000,4 - 7,-,27
MES10208,,Tapanuli Tengah,Sibabangun,MES,48000,3 - 6,42000,4 - 7,-,27
MES10209,,Tapanuli Tengah,Sirandorung,MES,48000,3 - 6,42000,4 - 7,-,27
MES10210,,Tapanuli Tengah,Sitahuis,MES,48000,3 - 6,42000,4 - 7,-,27
MES10211,,Tapanuli Tengah,Sorkam Barat,MES,48000,3 - 6,42000,4 - 7,-,27
MES10212,,Tapanuli Tengah,Sosor Gadong,MES,48000,3 - 6,42000,4 - 7,-,27
MES10213,,Tapanuli Tengah,Tapian Nauli,MES,48000,3 - 6,42000,4 - 7,-,27
MES10214,,Tapanuli Tengah,Tukka,MES,48000,3 - 6,42000,4 - 7,-,27
MES10216,,Sibolga,Sibolga Sambas,MES,38000,2 - 3,33000,3 - 6,-,27
MES10217,,Sibolga,Sibolga Selatan,MES,38000,2 - 3,33000,3 - 6,-,27
MES10218,,Sibolga,Sibolga Utara,MES,38000,2 - 3,33000,3 - 6,-,27
MES10219,,Sibolga,Sibolga Kota,MES,38000,2 - 3,33000,3 - 6,-,27
MES10300,,Dairi,Sidikalang,MES,38000,2 - 3,33000,3 - 6,-,27
MES10302,,Dairi,Parbuluan,MES,48000,3 - 6,42000,4 - 7,-,27
MES10304,,Dairi,Siempat Nempu,MES,48000,3 - 6,42000,4 - 7,-,27
MES10305,,Dairi,Siempat Nempu Hilir,MES,48000,3 - 6,42000,4 - 7,-,27
MES10306,,Dairi,Silima Pungga-Pungga,MES,48000,3 - 6,42000,4 - 7,-,27
MES10307,,Dairi,Sumbul,MES,48000,3 - 6,42000,4 - 7,-,27
MES10308,,Dairi,Tanah Pinem,MES,48000,3 - 6,42000,4 - 7,-,27
MES10309,,Dairi,Tiga Lingga,MES,48000,3 - 6,42000,4 - 7,-,27
MES10310,,Dairi,Pegagan Hilir,MES,48000,3 - 6,42000,4 - 7,-,27
MES10311,,Dairi,Siempat Nempu Hulu,MES,48000,3 - 6,42000,4 - 7,-,27
MES10312,,Dairi,Berampu,MES,48000,3 - 6,42000,4 - 7,-,27
MES10313,,Dairi,Gunung Sitember,MES,48000,3 - 6,42000,4 - 7,-,27
MES10314,,Dairi,Lae Parira,MES,48000,3 - 6,42000,4 - 7,-,27
MES10600,,Deli Serdang,Lubuk Pakam,MES,38000,2 - 3,33000,3 - 6,-,27
MES10601,,Deli Serdang,Deli Tua,MES,48000,3 - 6,42000,4 - 7,-,27
MES10602,,Deli Serdang,Hamparan Perak,MES,48000,3 - 6,42000,4 - 7,-,27
MES10603,,Deli Serdang,Kutalimbaru,MES,48000,3 - 6,42000,4 - 7,-,27
MES10604,,Deli Serdang,Labuhan Deli,MES,48000,3 - 6,42000,4 - 7,-,27
MES10605,,Deli Serdang,Batang Kuis,MES,48000,3 - 6,42000,4 - 7,-,27
MES10606,,Deli Serdang,Pancur Batu,MES,48000,3 - 6,42000,4 - 7,-,27
MES10607,,Deli Serdang,Percut Sei Tuan,MES,48000,3 - 6,42000,4 - 7,-,27
MES10608,,Deli Serdang,Petumbak,MES,48000,3 - 6,42000,4 - 7,-,27
MES10609,,Deli Serdang,Sibolangit,MES,48000,3 - 6,42000,4 - 7,-,27
MES10610,,Deli Serdang,Biru-Biru,MES,48000,3 - 6,42000,4 - 7,-,27
MES10611,,Deli Serdang,Sinembah Tanjungmuda Hilir,MES,48000,3 - 6,42000,4 - 7,-,27
MES10612,,Deli Serdang,Sunggal,MES,48000,3 - 6,42000,4 - 7,-,27
MES10613,,Deli Serdang,Tanjung Morawa,MES,38000,2 - 3,33000,3 - 6,-,27
MES10614,,Deli Serdang,Pantai Labu,MES,48000,3 - 6,42000,4 - 7,-,27
MES10615,,Deli Serdang,Bangun Purba,MES,48000,3 - 6,42000,4 - 7,-,28
MES10616,,Deli Serdang,Beringin,MES,48000,3 - 6,42000,4 - 7,-,28
MES10617,,Deli Serdang,Galang,MES,48000,3 - 6,42000,4 - 7,-,28
MES10619,,Deli Serdang,Gunung Meriah,MES,48000,3 - 6,42000,4 - 7,-,28
MES10620,,Deli Serdang,Namo Rambe,MES,48000,3 - 6,42000,4 - 7,-,28
MES10621,,Deli Serdang,Pagar Marbau,MES,48000,3 - 6,42000,4 - 7,-,28
MES10622,,Deli Serdang,Sinembah Tanjungmuda Hulu,MES,48000,3 - 6,42000,4 - 7,-,28
MES20100,,Toba Samosir,Balige,MES,38000,2 - 3,33000,3 - 6,-,28
MES20101,,Toba Samosir,Habinsaran,MES,48000,3 - 6,42000,4 - 7,-,28
MES20103,,Toba Samosir,Lagu Boti,MES,48000,3 - 6,42000,4 - 7,-,28
MES20104,,Toba Samosir,Lumban Julu,MES,48000,3 - 6,42000,4 - 7,-,28
MES20109,,Toba Samosir,Porsea,MES,48000,3 - 6,42000,4 - 7,-,28
MES20111,,Toba Samosir,Silaen,MES,48000,3 - 6,42000,4 - 7,-,28
MES20116,,Toba Samosir,Ajibata,MES,48000,3 - 6,42000,4 - 7,-,28
MES20117,,Toba Samosir,Bor Bor,MES,48000,3 - 6,42000,4 - 7,-,28
MES20118,,Toba Samosir,Nassau,MES,48000,3 - 6,42000,4 - 7,-,28
MES20119,,Toba Samosir,Pintu Pohan Meranti,MES,48000,3 - 6,42000,4 - 7,-,28
MES20120,,Toba Samosir,Siantar Narumonda,MES,48000,3 - 6,42000,4 - 7,-,28
MES20121,,Toba Samosir,Sigumpar,MES,48000,3 - 6,42000,4 - 7,-,28
MES20122,,Toba Samosir,Tampahan,MES,48000,3 - 6,42000,4 - 7,-,28
MES20123,,Toba Samosir,Uluan,MES,48000,3 - 6,42000,4 - 7,-,28
MES20200,,Binjai,Binjai Kota,MES,38000,2 - 3,33000,3 - 6,-,28
MES20201,,Binjai,Binjai,MES,38000,2 - 3,33000,3 - 6,-,28
MES20207,,Binjai,Binjai Barat,MES,38000,2 - 3,33000,3 - 6,-,28
MES20208,,Binjai,Binjai Selatan,MES,38000,2 - 3,33000,3 - 6,-,28
MES20209,,Binjai,Binjai Timur,MES,38000,2 - 3,33000,3 - 6,-,28
MES20210,,Binjai,Binjai Utara,MES,38000,2 - 3,33000,3 - 6,-,28
MES20300,,Nias,Gunung Sitoli,MES,38000,2 - 3,33000,3 - 6,-,28
MES20301,,Nias,Afulu,MES,48000,3 - 6,42000,4 - 7,-,28
MES20302,,Nias,Alasa,MES,72000,10~,-,-,-,28
MES20303,,Nias,Bawolato,MES,72000,10~,-,-,-,28
MES20304,,Nias,Gido,MES,72000,10~,-,-,-,28
MES20306,,Nias,Hiliduho,MES,72000,10~,-,-,-,28
MES20307,,Nias,Idano Gawo,MES,72000,10~,-,-,-,28
MES20308,,Nias,Lahewa,MES,72000,10~,-,-,-,28
MES20311,,Nias,Lotu,MES,72000,10~,-,-,-,28
MES20312,,Nias,Mandrehe,MES,72000,10~,-,-,-,28
MES20317,,Nias,Sirombo,MES,72000,10~,-,-,-,28
MES20320,,Nias,Tuhemberua,MES,72000,10~,-,-,-,28
MES20326,,Nias,Lolofitu Moi,MES,72000,10~,-,-,-,28
MES20500,,Padang Sidempuan,Padang Sidempuan,MES,38000,2 - 3,33000,3 - 6,-,28
